,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
58,2017-01-01,109.26298503004259,406.2257137425503,407.0082520710002,109.26298503004259,109.26298503004259,297.32963566390424,297.32963566390424,297.32963566390424,297.32963566390424,297.32963566390424,297.32963566390424,0.0,0.0,0.0,406.59262069394686
59,2018-01-01,111.64348764904881,408.5659340372857,409.36677448844404,111.64348764904881,111.64348764904881,297.3194521978735,297.3194521978735,297.3194521978735,297.3194521978735,297.3194521978735,297.3194521978735,0.0,0.0,0.0,408.96293984692227
60,2019-01-01,114.02399026805507,410.9140170887484,411.75558496686136,114.02399026805507,114.02399026805507,297.31313995107865,297.31313995107865,297.31313995107865,297.31313995107865,297.31313995107865,297.31313995107865,0.0,0.0,0.0,411.3371302191337
61,2020-01-01,116.4044928870613,413.3049613927809,414.1355615671614,116.4044928870613,116.4044928870613,297.33333399472866,297.33333399472866,297.33333399472866,297.33333399472866,297.33333399472866,297.33333399472866,0.0,0.0,0.0,413.73782688178994
62,2021-01-01,118.79151743105112,415.7326964192585,416.5325048870639,118.79151743105112,118.79151743105112,297.3296356638315,297.3296356638315,297.3296356638315,297.3296356638315,297.3296356638315,297.3296356638315,0.0,0.0,0.0,416.12115309488263
63,2021-12-31,121.16549812507377,418.27646264280634,419.14724656205914,121.11363301223818,121.22332807321483,297.54289096395956,297.54289096395956,297.54289096395956,297.54289096395956,297.54289096395956,297.54289096395956,0.0,0.0,0.0,418.70838908903335
64,2022-12-31,123.54600074408003,420.86061947610995,421.8135393796731,123.36909526405476,123.74577383415921,297.7764838977269,297.7764838977269,297.7764838977269,297.7764838977269,297.7764838977269,297.7764838977269,0.0,0.0,0.0,421.3224846418069
65,2023-12-31,125.92650336308628,423.43639469801946,424.6466250242947,125.5635679400542,126.35548218206708,298.12494436699836,298.12494436699836,298.12494436699836,298.12494436699836,298.12494436699836,298.12494436699836,0.0,0.0,0.0,424.05144773008465
66,2024-12-31,128.3135279070761,424.93553181475096,426.48343754795025,127.6677215257917,128.97867398042223,297.40250136558944,297.40250136558944,297.40250136558944,297.40250136558944,297.40250136558944,297.40250136558944,0.0,0.0,0.0,425.71602927266554
67,2025-12-31,130.69403052608234,427.1792500467628,429.28252848682905,129.72945687364157,131.68833247759315,297.5428909640967,297.5428909640967,297.5428909640967,297.5428909640967,297.5428909640967,297.5428909640967,0.0,0.0,0.0,428.23692149017904
68,2026-12-31,133.0745331450886,429.54832397870496,432.20142707091924,131.81305071098723,134.37978928265224,297.7764838978551,297.7764838978551,297.7764838978551,297.7764838978551,297.7764838978551,297.7764838978551,0.0,0.0,0.0,430.8510170429437
69,2027-12-31,135.45503576409482,431.9453517706896,435.2138151720629,133.84506552322193,137.1102099938708,298.124944366979,298.124944366979,298.124944366979,298.124944366979,298.124944366979,298.124944366979,0.0,0.0,0.0,433.5799801310738
70,2028-12-31,137.84206030808465,433.2008438458649,437.29195481375916,135.83130778847547,139.86438888818188,297.4025013654524,297.4025013654524,297.4025013654524,297.4025013654524,297.4025013654524,297.4025013654524,0.0,0.0,0.0,435.2445616735371
71,2029-12-31,140.2225629270909,435.2853218196928,440.14889562868166,137.85232954561454,142.65559563735567,297.542890964082,297.542890964082,297.542890964082,297.542890964082,297.542890964082,297.542890964082,0.0,0.0,0.0,437.7654538911729
72,2030-12-31,142.60306554609713,437.48916185451554,443.23149535051175,139.78133307601217,145.448372152669,297.7764838976724,297.7764838976724,297.7764838976724,297.7764838976724,297.7764838976724,297.7764838976724,0.0,0.0,0.0,440.3795494437695
73,2031-12-31,144.98356816510338,439.8121991726813,446.50860634263165,141.6797970780917,148.31135010151473,298.12494436709113,298.12494436709113,298.12494436709113,298.12494436709113,298.12494436709113,298.12494436709113,0.0,0.0,0.0,443.1085125321945
74,2032-12-31,147.3705927090932,440.9863913614932,448.54209107035746,143.6041605912147,151.12930419948952,297.4025013654205,297.4025013654205,297.4025013654205,297.4025013654205,297.4025013654205,297.4025013654205,0.0,0.0,0.0,444.77309407451366
75,2033-12-31,149.75109532809944,443.0652674673401,451.63654989952096,145.56306723502436,154.08617353921045,297.54289096401715,297.54289096401715,297.54289096401715,297.54289096401715,297.54289096401715,297.54289096401715,0.0,0.0,0.0,447.2939862921166
76,2034-12-31,152.13159794710566,445.2216950031002,454.72530584580403,147.41155413881535,157.09617989870685,297.7764838978077,297.7764838978077,297.7764838978077,297.7764838978077,297.7764838978077,297.7764838978077,0.0,0.0,0.0,449.90808184491334
77,2035-12-31,154.51210056611194,447.3925529151303,458.19849736898016,149.33001328796578,159.99732036509184,298.1249443670239,298.1249443670239,298.1249443670239,298.1249443670239,298.1249443670239,298.1249443670239,0.0,0.0,0.0,452.6370449331358
78,2036-12-31,156.89912511010175,448.45547392874033,460.5581546368979,151.08899811371853,163.17402585562215,297.4025013654056,297.4025013654056,297.4025013654056,297.4025013654056,297.4025013654056,297.4025013654056,0.0,0.0,0.0,454.30162647550736
79,2037-12-31,159.27962772910797,450.51505239263895,463.6837190510976,152.83615660112977,166.26378336814005,297.54289096402454,297.54289096402454,297.54289096402454,297.54289096402454,297.54289096402454,297.54289096402454,0.0,0.0,0.0,456.8225186931325
80,2038-12-31,161.66013034811422,452.57911299728426,467.1306234772228,154.8047880076881,169.3153520110961,297.776483897908,297.776483897908,297.776483897908,297.776483897908,297.776483897908,297.776483897908,0.0,0.0,0.0,459.43661424602226
81,2039-12-31,164.04063296712044,454.6485308517526,470.43332165990836,156.54473169832573,172.34319551043131,298.1249443670312,298.1249443670312,298.1249443670312,298.1249443670312,298.1249443670312,298.1249443670312,0.0,0.0,0.0,462.16557733415164
82,2040-12-31,166.42765751111028,455.7667874667099,472.91106835529496,158.1815257540644,175.46862453470322,297.40250136549173,297.40250136549173,297.40250136549173,297.40250136549173,297.40250136549173,297.40250136549173,0.0,0.0,0.0,463.830158876602
83,2041-12-31,168.80816013011653,457.44457801821994,476.1662237596028,159.7306087773517,178.6494962087225,297.5428909640136,297.5428909640136,297.5428909640136,297.5428909640136,297.5428909640136,297.5428909640136,0.0,0.0,0.0,466.3510510941302
84,2042-12-31,171.18866274912278,459.092131610221,479.34009618527676,161.28954122838434,181.60435991309654,297.77648389783946,297.77648389783946,297.77648389783946,297.77648389783946,297.77648389783946,297.77648389783946,0.0,0.0,0.0,468.96514664696224
85,2043-12-31,173.569165368129,461.5118396255236,482.8984155923767,162.99283940693877,184.82242169562412,298.12494436717975,298.12494436717975,298.12494436717975,298.12494436717975,298.12494436717975,298.12494436717975,0.0,0.0,0.0,471.69410973530876
86,2044-12-31,175.95618991211884,462.0595049757647,485.34190202512457,164.79000128465287,188.01983147012373,297.4025013655359,297.4025013655359,297.4025013655359,297.4025013655359,297.4025013655359,297.4025013655359,0.0,0.0,0.0,473.35869127765477
87,2045-12-31,178.3366925311251,463.6459863557887,488.46655605488127,166.40350511242738,191.01585634625516,297.5428909639923,297.5428909639923,297.5428909639923,297.5428909639923,297.5428909639923,297.5428909639923,0.0,0.0,0.0,475.8795834951174
88,2046-12-31,180.7171951501313,466.0750853123005,491.5713037500751,168.12950372271047,193.93785774349263,297.77648389761697,297.77648389761697,297.77648389761697,297.77648389761697,297.77648389761697,297.77648389761697,0.0,0.0,0.0,478.4936790477483
89,2047-12-31,183.0976977691376,468.13908622182646,495.1400791323235,169.85871602109827,196.96479824740445,298.1249443670511,298.1249443670511,298.1249443670511,298.1249443670511,298.1249443670511,298.1249443670511,0.0,0.0,0.0,481.2226421361887
90,2048-12-31,185.48472231312738,468.97703083978814,497.6718175411031,171.58878762931872,200.16822851608597,297.40250136536775,297.40250136536775,297.40250136536775,297.40250136536775,297.40250136536775,297.40250136536775,0.0,0.0,0.0,482.88722367849516
91,2049-12-31,187.86522493213363,470.60467322844994,500.92278231658315,173.19720949335982,203.29685544428906,297.5428909640187,297.5428909640187,297.5428909640187,297.5428909640187,297.5428909640187,297.5428909640187,0.0,0.0,0.0,485.4081158961523
92,2050-12-31,190.24572755113988,472.4163691093377,504.334371444496,174.4377621169522,206.37025605208416,297.7764838977996,297.7764838977996,297.7764838977996,297.7764838977996,297.7764838977996,297.7764838977996,0.0,0.0,0.0,488.0222114489395
93,2051-12-31,192.62623017014613,474.21570626080376,507.5847552244372,176.01374887740803,209.68996976901482,298.1249443672623,298.1249443672623,298.1249443672623,298.1249443672623,298.1249443672623,298.1249443672623,0.0,0.0,0.0,490.7511745374084
94,2052-12-31,195.0132547141359,474.6611314203722,509.94343987348014,177.5393255698045,212.8068060949802,297.40250136560405,297.40250136560405,297.40250136560405,297.40250136560405,297.40250136560405,297.40250136560405,0.0,0.0,0.0,492.41575607973994
95,2053-12-31,197.39375733314216,476.57324328855947,513.2634412392446,179.1342199385839,215.83395040947872,297.5428909641074,297.5428909641074,297.5428909641074,297.5428909641074,297.5428909641074,297.5428909641074,0.0,0.0,0.0,494.9366482972496
96,2054-12-31,199.7742599521484,478.2047998789927,516.8209275299401,180.5959873845046,218.82541379029738,297.776483897637,297.776483897637,297.776483897637,297.776483897637,297.776483897637,297.776483897637,0.0,0.0,0.0,497.55074384978536
97,2055-12-31,202.15476257115466,480.21834581508654,520.1827918928334,181.98722930550622,222.18999253062572,298.1249443671491,298.1249443671491,298.1249443671491,298.1249443671491,298.1249443671491,298.1249443671491,0.0,0.0,0.0,500.2797069383038
98,2056-12-31,204.5417871151445,480.93965360730954,523.107801516672,183.3324732733429,225.632564983625,297.40250136532455,297.40250136532455,297.40250136532455,297.40250136532455,297.40250136532455,297.40250136532455,0.0,0.0,0.0,501.944288480469
99,2057-12-31,206.92228973415075,482.502900005874,526.5024545346286,184.81192534045482,228.97645816572617,297.5428909641006,297.5428909641006,297.5428909641006,297.5428909641006,297.5428909641006,297.5428909641006,0.0,0.0,0.0,504.46518069825134
